#timestamp [ns], p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1520616259396211799,0.8292916198,0.0936097744,1.3672102976,0.9881579227,0.0905488914,-0.0158169008,-0.1228602609
1520616259404545799,0.8227578883,0.0930016944,1.3681367297,0.9888166929,0.0899231483,-0.0144035524,-0.1181012828
1520616259412878799,0.8163243263,0.0922758251,1.3693957110,0.9896030939,0.0876374084,-0.0127933822,-0.1133213600
1520616259421211799,0.8097983102,0.0915238772,1.3704605727,0.9902495513,0.0861724084,-0.0110724532,-0.1088923457
1520616259429544799,0.8031490969,0.0907915000,1.3717178458,0.9909196753,0.0836063256,-0.0097559662,-0.1048475106
1520616259437878799,0.7967087118,0.0900178523,1.3730581958,0.9915740618,0.0812985224,-0.0079139929,-0.1005425235
1520616259446211799,0.7903155351,0.0893462549,1.3744353447,0.9922606576,0.0786962905,-0.0062534469,-0.0958466252
1520616259454545799,0.7837720184,0.0885797909,1.3759203944,0.9927708422,0.0765045568,-0.0044548117,-0.0923756584
1520616259462878799,0.7771574099,0.0875442303,1.3775812694,0.9933302385,0.0728849972,-0.0027914946,-0.0893029786
1520616259471211799,0.7706241635,0.0866619993,1.3792511902,0.9938576855,0.0697778824,-0.0015732762,-0.0858805740
1520616259479545799,0.7640979153,0.0858050913,1.3811141608,0.9943125636,0.0664318905,-0.0001616070,-0.0832424394
1520616259487878799,0.7576447346,0.0849428070,1.3828833183,0.9946659002,0.0635064356,0.0001505822,-0.0812813444
1520616259496211799,0.7510378178,0.0838400352,1.3852102384,0.9952347374,0.0582565577,0.0019200198,-0.0781684369
1520616259504544799,0.7445460263,0.0828575775,1.3874349126,0.9956289081,0.0540198341,0.0027548023,-0.0761403046
1520616259512878799,0.7383843803,0.0817650869,1.3895339375,0.9959051552,0.0509569566,0.0023506302,-0.0746376907
1520616259521211799,0.7317035115,0.0804711570,1.3920673202,0.9962797152,0.0459912195,0.0042018206,-0.0727590652
1520616259529545799,0.7255816495,0.0793025146,1.3945813989,0.9966259352,0.0417489555,0.0047105207,-0.0705094384
1520616259537878799,0.7191044287,0.0780513713,1.3970581397,0.9968234305,0.0375871032,0.0053965119,-0.0700081120
1520616259546211799,0.7131088198,0.0761307885,1.3999435687,0.9971118599,0.0321245583,0.0054645432,-0.0686009499
1520616259554544799,0.7069302747,0.0750483513,1.4020326230,0.9971667427,0.0315549881,0.0061277764,-0.0680089725
1520616259562878799,0.7005179188,0.0737892205,1.4047646091,0.9972883237,0.0282120218,0.0073455594,-0.0675731006
1520616259571211799,0.6943964399,0.0720121642,1.4073637272,0.9973639331,0.0256058155,0.0079802335,-0.0674228672
1520616259579545799,0.6883390397,0.0704998815,1.4100127855,0.9974536150,0.0232298626,0.0083164504,-0.0669140953
1520616259587878799,0.6823603896,0.0687741161,1.4128068972,0.9974911971,0.0209489145,0.0083063496,-0.0671078176
1520616259596211799,0.6764800152,0.0674389167,1.4153456932,0.9975561056,0.0200540551,0.0087024374,-0.0663620268
1520616259604545799,0.6705712519,0.0659958188,1.4177083120,0.9975142583,0.0202270512,0.0084540574,-0.0669679018
1520616259612878799,0.6646396045,0.0643009476,1.4206081471,0.9975867346,0.0188821777,0.0096019854,-0.0661208905
1520616259621211799,0.6586797406,0.0627565429,1.4229084278,0.9974829191,0.0200449161,0.0096599715,-0.0673254223
1520616259629544799,0.6531929470,0.0613616763,1.4252924737,0.9974744731,0.0208765650,0.0087914313,-0.0673168272
1520616259637878799,0.6471436992,0.0598031984,1.4277655195,0.9973673742,0.0222103906,0.0095686319,-0.0683627146
1520616259646211799,0.6417863575,0.0584011557,1.4299084158,0.9972921267,0.0244262284,0.0086879477,-0.0688207303
1520616259654545799,0.6356378228,0.0568973389,1.4322140290,0.9971205661,0.0268055665,0.0097650491,-0.0702615263
1520616259662878799,0.6298996578,0.0554828706,1.4343123589,0.9969569906,0.0294719775,0.0096753512,-0.0715160755
1520616259671211799,0.6244903321,0.0540604889,1.4363999810,0.9968414912,0.0323853410,0.0092531272,-0.0719208642
1520616259679544799,0.6188292693,0.0526600429,1.4383882443,0.9966707732,0.0355793748,0.0087743636,-0.0728319188
1520616259687878799,0.6132048819,0.0513440762,1.4402573368,0.9964225656,0.0390793541,0.0084211605,-0.0744577658
1520616259696211799,0.6076452676,0.0498729664,1.4419746716,0.9961501319,0.0433029135,0.0082309867,-0.0757761387
1520616259704545799,0.6023659473,0.0484990088,1.4437639366,0.9959493141,0.0470329226,0.0072820855,-0.0762878705
1520616259712878799,0.5969847980,0.0470907102,1.4454339306,0.9956786264,0.0510107032,0.0067332646,-0.0773087597
1520616259721211799,0.5915441992,0.0458439548,1.4470103774,0.9953571676,0.0554757954,0.0059592589,-0.0784285167
1520616259729545799,0.5867306996,0.0442696775,1.4486405415,0.9951618129,0.0586826557,0.0034170232,-0.0787250654
1520616259737878799,0.5809819742,0.0432521593,1.4497845266,0.9946956693,0.0646845895,0.0037408380,-0.0798901465
1520616259746211799,0.5762518734,0.0415029657,1.4515242299,0.9945287920,0.0673154875,0.0014678982,-0.0798683430
1520616259754544799,0.5708618348,0.0406036116,1.4525077776,0.9940351534,0.0738035467,0.0011704443,-0.0802856177
1520616259762878799,0.5658613094,0.0392008488,1.4537125597,0.9937871816,0.0774355728,-0.0005198333,-0.0799405997
1520616259771211799,0.5608545865,0.0379639093,1.4548423507,0.9934351215,0.0818963463,-0.0021838568,-0.0798428364
1520616259779545799,0.5559941701,0.0365717999,1.4558416816,0.9931229967,0.0864800436,-0.0038367521,-0.0788238214
1520616259787878799,0.5512322357,0.0352332680,1.4569002635,0.9927741831,0.0908510275,-0.0056664476,-0.0781882577
1520616259796211799,0.5462452241,0.0338717666,1.4576863549,0.9923178651,0.0956323652,-0.0070430209,-0.0781671358
1520616259804544799,0.5415981021,0.0325314978,1.4585653886,0.9919523731,0.0999949075,-0.0092458448,-0.0771104548
1520616259812878799,0.5369774415,0.0311814914,1.4593479490,0.9916887364,0.1037418562,-0.0109556716,-0.0753063779
1520616259821211799,0.5323333266,0.0298758766,1.4600749204,0.9912965148,0.1080146995,-0.0126365612,-0.0741913857
1520616259829545799,0.5275952587,0.0286980729,1.4606103768,0.9908056101,0.1126785936,-0.0143153220,-0.0735040748
1520616259837878799,0.5228218639,0.0273490024,1.4611102803,0.9903318766,0.1171238431,-0.0158170138,-0.0726264527
1520616259846211799,0.5181741646,0.0259956340,1.4615726336,0.9898996121,0.1209909863,-0.0174216070,-0.0718082648
1520616259854545799,0.5135971190,0.0247160281,1.4619738909,0.9894866547,0.1250541896,-0.0187709705,-0.0701801995
1520616259862878799,0.5088089190,0.0235901698,1.4622456157,0.9888937571,0.1296658737,-0.0199201777,-0.0698504461
1520616259871211799,0.5040924560,0.0222219909,1.4624954022,0.9884402260,0.1333524033,-0.0210563057,-0.0689904926
1520616259879544799,0.4993060475,0.0209929807,1.4626483814,0.9878862179,0.1375002542,-0.0218467563,-0.0685362663
1520616259887878799,0.4946104316,0.0197718436,1.4626789703,0.9873113494,0.1419373613,-0.0224900098,-0.0675594864
1520616259896211799,0.4897630174,0.0187411110,1.4626543748,0.9867516454,0.1459090616,-0.0232780108,-0.0670064941
1520616259904545799,0.4851781748,0.0175029335,1.4626863465,0.9861319471,0.1501475312,-0.0241237879,-0.0664646122
1520616259912878799,0.4804854090,0.0163559508,1.4626464773,0.9856622331,0.1536055578,-0.0248686280,-0.0652445114
1520616259921211799,0.4756542107,0.0152289213,1.4624251318,0.9850444264,0.1576778262,-0.0255473728,-0.0645949914
1520616259929544799,0.4708815492,0.0141532223,1.4621761226,0.9844731631,0.1614209984,-0.0260395381,-0.0638576148
1520616259937878799,0.4663769728,0.0129690415,1.4620535930,0.9837996103,0.1657552235,-0.0268031214,-0.0628102325
1520616259946211799,0.4615223887,0.0117948307,1.4616641050,0.9831267460,0.1697236723,-0.0274553354,-0.0624650375
1520616259954545799,0.4568150913,0.0106235658,1.4614813827,0.9825776128,0.1730848361,-0.0284183200,-0.0614432536
1520616259962878799,0.4522528017,0.0095826242,1.4610984393,0.9819879754,0.1767911670,-0.0288479739,-0.0601023618
1520616259971211799,0.4474766465,0.0086324568,1.4607590877,0.9813454930,0.1804660387,-0.0294946171,-0.0593557052
1520616259979545799,0.4428505347,0.0074697613,1.4603650634,0.9808278513,0.1837356167,-0.0300928781,-0.0575531745
1520616259987878799,0.4379860980,0.0065598638,1.4599617812,0.9802140097,0.1870114245,-0.0305839162,-0.0572000552
1520616259996211799,0.4334324583,0.0055296949,1.4595026723,0.9796908770,0.1900353431,-0.0315546321,-0.0556476336
1520616260004544799,0.4284722756,0.0043977414,1.4590168773,0.9792383034,0.1927548817,-0.0313337296,-0.0543700113
1520616260012878799,0.4239236973,0.0033806126,1.4584578052,0.9786491315,0.1958912623,-0.0325344525,-0.0530471500
1520616260021211799,0.4188785604,0.0023349699,1.4579187512,0.9781888092,0.1985912543,-0.0319405056,-0.0518456493
1520616260029545799,0.4141073760,0.0014749729,1.4573847156,0.9776332059,0.2012866678,-0.0331072064,-0.0511947748
1520616260037878799,0.4092316940,0.0006062905,1.4567832169,0.9770572006,0.2043123224,-0.0333248827,-0.0500515127
1520616260046211799,0.4044202488,-0.0004360133,1.4563334028,0.9765958692,0.2067467831,-0.0338948950,-0.0486560593
1520616260054544799,0.3997210998,-0.0011593255,1.4557133281,0.9760138359,0.2097798141,-0.0343234128,-0.0470247287
1520616260062878799,0.3947872105,-0.0020148067,1.4553252108,0.9754774614,0.2122708050,-0.0352214862,-0.0463063125
1520616260071211799,0.3900470870,-0.0025795512,1.4546993815,0.9749481498,0.2150407631,-0.0354392716,-0.0444705914
1520616260079545799,0.3853216356,-0.0033783036,1.4542419816,0.9745064365,0.2173524399,-0.0357900308,-0.0425933783
1520616260087878799,0.3806697111,-0.0041105409,1.4538738750,0.9741707288,0.2191492528,-0.0360951389,-0.0407693164
1520616260096211799,0.3754854245,-0.0049132741,1.4533392550,0.9738777572,0.2207174348,-0.0360948753,-0.0392821588
1520616260104545799,0.3708901946,-0.0053971229,1.4529010706,0.9735132064,0.2226278431,-0.0362069241,-0.0373890224
1520616260112878799,0.3657076225,-0.0061294236,1.4524482396,0.9732004043,0.2242606988,-0.0360076662,-0.0359382794
1520616260121211799,0.3611471071,-0.0066067355,1.4520578345,0.9729118897,0.2258525813,-0.0358373525,-0.0338932224
1520616260129544799,0.3559202889,-0.0070932238,1.4516726953,0.9725787248,0.2273939333,-0.0360084639,-0.0329547214
1520616260137878799,0.3509305163,-0.0076523435,1.4513547973,0.9722548930,0.2290161854,-0.0356497515,-0.0316402435
1520616260146211799,0.3461614813,-0.0079728780,1.4511298313,0.9719628695,0.2303330168,-0.0358175863,-0.0308542092
1520616260154545799,0.3409860246,-0.0084804658,1.4508997693,0.9720139194,0.2304363795,-0.0353564133,-0.0289471840
1520616260162878799,0.3358970067,-0.0087566520,1.4507404242,0.9718286305,0.2313378806,-0.0350428928,-0.0283530178
1520616260171211799,0.3309455224,-0.0092820829,1.4506809148,0.9718611466,0.2314614787,-0.0346719956,-0.0266335949
1520616260179544799,0.3257792152,-0.0095969334,1.4507149507,0.9720296882,0.2309354475,-0.0341066481,-0.0257651115
1520616260187878799,0.3207674201,-0.0100844449,1.4507930789,0.9722682754,0.2301190613,-0.0336540843,-0.0246377960
1520616260196211799,0.3155771201,-0.0104363799,1.4510147040,0.9725629283,0.2289715963,-0.0332311935,-0.0242702760
1520616260204545799,0.3107132862,-0.0105032748,1.4511197376,0.9727349526,0.2282254816,-0.0336373939,-0.0238404548
1520616260212878799,0.3052137303,-0.0112879082,1.4517440351,0.9736452796,0.2246196589,-0.0318783976,-0.0233376558
1520616260221211799,0.3000365755,-0.0116644167,1.4522812774,0.9742581232,0.2220951895,-0.0310928190,-0.0229798359
1520616260229545799,0.2947799703,-0.0121438286,1.4529416130,0.9750642113,0.2186275748,-0.0304248637,-0.0229367611
1520616260237878799,0.2895489924,-0.0126544149,1.4536948110,0.9759846561,0.2146123356,-0.0297460529,-0.0225979820
1520616260246211799,0.2843039391,-0.0131398893,1.4545509834,0.9770336748,0.2099055475,-0.0289921525,-0.0224569500
1520616260254544799,0.2790637072,-0.0136038429,1.4555337196,0.9780972293,0.2049499930,-0.0286147722,-0.0224166288
1520616260262878799,0.2737390184,-0.0140503576,1.4565583861,0.9791646046,0.1998882280,-0.0280027136,-0.0222984621
1520616260271211799,0.2684351108,-0.0144532276,1.4576839179,0.9803130598,0.1942221112,-0.0274752500,-0.0225651707
1520616260279545799,0.2631441499,-0.0150016014,1.4590284853,0.9815539726,0.1879090820,-0.0269753118,-0.0226783659
1520616260287878799,0.2577242919,-0.0155645182,1.4604341948,0.9827394865,0.1814981555,-0.0269632223,-0.0235479492
1520616260296211799,0.2525372605,-0.0159156950,1.4618420832,0.9839462656,0.1749336502,-0.0261315463,-0.0237719735
1520616260304544799,0.2472178773,-0.0163452674,1.4634180718,0.9852506673,0.1675277546,-0.0254064945,-0.0238764353
1520616260312878799,0.2419058844,-0.0168552453,1.4651972717,0.9866831420,0.1589381340,-0.0251860871,-0.0236792688
1520616260321211799,0.2365101918,-0.0173687957,1.4670328337,0.9879547779,0.1508083610,-0.0246053985,-0.0244288652
1520616260329545799,0.2313007400,-0.0179719400,1.4689893046,0.9892676071,0.1421239678,-0.0237111080,-0.0242520653
1520616260337878799,0.2260172988,-0.0183828927,1.4709313442,0.9904089685,0.1339197766,-0.0229479102,-0.0250791154
1520616260346211799,0.2208971533,-0.0187689229,1.4729681898,0.9915613981,0.1252299020,-0.0221146206,-0.0251874756
1520616260354545799,0.2156187077,-0.0189943398,1.4750679152,0.9926586380,0.1162517960,-0.0213113676,-0.0256938508
1520616260362878799,0.2106152191,-0.0193000695,1.4771866918,0.9937037375,0.1070694814,-0.0207402468,-0.0256680799
1520616260371211799,0.2053330680,-0.0196232759,1.4793744381,0.9946711298,0.0976367445,-0.0199399869,-0.0264349516
1520616260379544799,0.2003146956,-0.0197773081,1.4815966944,0.9956334022,0.0876282598,-0.0185788080,-0.0262725028
1520616260387878799,0.1949057045,-0.0201010870,1.4840642624,0.9965265825,0.0770486130,-0.0167868551,-0.0267672016
1520616260396211799,0.1899814626,-0.0200908835,1.4861545587,0.9971958630,0.0678413751,-0.0161638627,-0.0271420014
1520616260404545799,0.1850490645,-0.0203017097,1.4884306099,0.9978451221,0.0578895161,-0.0151060866,-0.0269392331
1520616260412878799,0.1803314184,-0.0204421258,1.4908605160,0.9984012291,0.0478844469,-0.0135741276,-0.0267919498
1520616260421211799,0.1751793580,-0.0205159236,1.4931533498,0.9988167280,0.0380223630,-0.0122864734,-0.0277215873
1520616260429544799,0.1700479442,-0.0204851099,1.4953763123,0.9991173705,0.0286912980,-0.0103322842,-0.0288882910
1520616260437878799,0.1647995737,-0.0204815644,1.4978472590,0.9993365480,0.0185657166,-0.0082497159,-0.0302278056
1520616260446211799,0.1598684211,-0.0204834313,1.5000768265,0.9994356268,0.0088275674,-0.0073094950,-0.0315764656
1520616260454545799,0.1550354599,-0.0206530926,1.5023562716,0.9994665701,0.0000010847,-0.0053662900,-0.0322145644
1520616260462878799,0.1501072432,-0.0206019244,1.5046730356,0.9993896642,-0.0098305606,-0.0034082112,-0.0333473129
1520616260471211799,0.1453016090,-0.0205973727,1.5069067578,0.9992101443,-0.0189149246,-0.0024382137,-0.0348621322
1520616260479545799,0.1405753843,-0.0206732989,1.5092329143,0.9989435903,-0.0282390497,-0.0009739275,-0.0362396325
1520616260487878799,0.1355105011,-0.0205136581,1.5112627470,0.9985937767,-0.0368941009,0.0010008958,-0.0380564396
1520616260496211799,0.1308110604,-0.0204880818,1.5134131181,0.9981823241,-0.0458237679,0.0024881755,-0.0390645498
1520616260504544799,0.1262896594,-0.0206480077,1.5157325894,0.9976715930,-0.0550610554,0.0030456270,-0.0401297505
1520616260512878799,0.1213899439,-0.0205742951,1.5178304605,0.9971008668,-0.0634670260,0.0042828570,-0.0417547025
1520616260521211799,0.1168332857,-0.0205971133,1.5196986144,0.9965555900,-0.0709307351,0.0054800706,-0.0426116847
1520616260529545799,0.1121674125,-0.0206392876,1.5216039833,0.9959395324,-0.0784875036,0.0065160818,-0.0436084876
1520616260537878799,0.1075749908,-0.0207626277,1.5234837270,0.9953476889,-0.0854631207,0.0080068544,-0.0437598382
1520616260546211799,0.1030501115,-0.0210399005,1.5254108611,0.9946164139,-0.0930625063,0.0086347078,-0.0447548982
1520616260554544799,0.0986231226,-0.0212852051,1.5270474282,0.9939689117,-0.0995592920,0.0095720391,-0.0449680544
1520616260562878799,0.0939223925,-0.0213562373,1.5285069062,0.9933555560,-0.1049344211,0.0107761587,-0.0460150085
1520616260571211799,0.0895849422,-0.0215510378,1.5298426987,0.9928253869,-0.1100171748,0.0118345454,-0.0453201489
1520616260579545799,0.0851853693,-0.0219020172,1.5309741390,0.9922512339,-0.1145995463,0.0124148425,-0.0463713749
1520616260587878799,0.0808813120,-0.0222429713,1.5319747756,0.9918623265,-0.1181111322,0.0134368907,-0.0455887678
1520616260596211799,0.0765697932,-0.0227067483,1.5329169339,0.9914017057,-0.1216298284,0.0142814816,-0.0460964431
1520616260604545799,0.0722466030,-0.0230583875,1.5334974682,0.9911560395,-0.1236345099,0.0152574005,-0.0457321013
1520616260612878799,0.0678861074,-0.0236243341,1.5339707228,0.9909230245,-0.1252194002,0.0164168380,-0.0460667850
1520616260621211799,0.0635966192,-0.0240771376,1.5342185881,0.9908326746,-0.1258633017,0.0176507820,-0.0457983637
1520616260629544799,0.0594193151,-0.0248075934,1.5342489039,0.9908345409,-0.1258734203,0.0188575481,-0.0452458556
1520616260637878799,0.0550795825,-0.0253702159,1.5342127203,0.9908748507,-0.1251640024,0.0207805150,-0.0454881629
1520616260646211799,0.0508723290,-0.0262257380,1.5339972343,0.9910601209,-0.1236021511,0.0227975447,-0.0447506085
1520616260654545799,0.0465755851,-0.0268293092,1.5334631121,0.9913503776,-0.1211376946,0.0245669742,-0.0441197415
1520616260662878799,0.0423309390,-0.0277561983,1.5328649742,0.9916411170,-0.1184639290,0.0266795729,-0.0436164293
1520616260671211799,0.0381835932,-0.0287404726,1.5321431151,0.9919579856,-0.1154801253,0.0290150977,-0.0429164256
1520616260679544799,0.0339767072,-0.0296032956,1.5312679841,0.9922625759,-0.1122822063,0.0314901657,-0.0426152100
1520616260687878799,0.0297945804,-0.0305892547,1.5303549793,0.9926459749,-0.1083086842,0.0342659063,-0.0418215868
1520616260696211799,0.0256661305,-0.0315027098,1.5291981287,0.9930138796,-0.1042915077,0.0371368174,-0.0408359306
1520616260704545799,0.0216731236,-0.0328853785,1.5280292026,0.9933444507,-0.1001419122,0.0405078948,-0.0399688643
1520616260712878799,0.0174609681,-0.0340616038,1.5267278716,0.9936385663,-0.0958041354,0.0438803176,-0.0397301518
1520616260721211799,0.0135302551,-0.0352448033,1.5253710433,0.9939687843,-0.0907950078,0.0476354073,-0.0388997469
1520616260729545799,0.0094180070,-0.0365776220,1.5239857072,0.9941957823,-0.0866075216,0.0510922628,-0.0382552535
1520616260737878799,0.0050967204,-0.0377435222,1.5223668609,0.9944394976,-0.0806218598,0.0565723230,-0.0372796670
1520616260746211799,0.0011572115,-0.0391386683,1.5208607791,0.9945746838,-0.0759881176,0.0607376702,-0.0368502353
1520616260754544799,-0.0028392687,-0.0405796993,1.5194029833,0.9946628233,-0.0713821953,0.0653643240,-0.0357485008
1520616260762878799,-0.0064575480,-0.0422262580,1.5181322469,0.9947218761,-0.0676951564,0.0690691643,-0.0342812725
1520616260771211799,-0.0103411440,-0.0436004717,1.5167556377,0.9946659782,-0.0636778787,0.0742460594,-0.0327451096
1520616260779545799,-0.0140523665,-0.0450510799,1.5154370366,0.9945277847,-0.0604867461,0.0794722924,-0.0306593160
1520616260787878799,-0.0176425753,-0.0465706282,1.5140497608,0.9943203554,-0.0568468096,0.0852985901,-0.0286290329
1520616260796211799,-0.0214761432,-0.0480773609,1.5127718227,0.9940147647,-0.0531414480,0.0915802428,-0.0269015455
1520616260804544799,-0.0250641370,-0.0496134944,1.5114656790,0.9935973514,-0.0501558110,0.0982329648,-0.0244741188
1520616260812878799,-0.0287632503,-0.0510570768,1.5101713158,0.9930834803,-0.0473705571,0.1051221600,-0.0221486574
1520616260821211799,-0.0322354802,-0.0524951128,1.5089469593,0.9924987944,-0.0449170246,0.1119778344,-0.0197374929
1520616260829545799,-0.0358341302,-0.0540162756,1.5078512179,0.9917341233,-0.0428821361,0.1196826897,-0.0173379581
1520616260837878799,-0.0393420452,-0.0554181186,1.5068123082,0.9908664469,-0.0414137237,0.1274616592,-0.0149034695
1520616260846211799,-0.0427887200,-0.0568953712,1.5057654305,0.9898385974,-0.0402102502,0.1358552732,-0.0120843509
1520616260854545799,-0.0463345562,-0.0581940801,1.5046891987,0.9886374907,-0.0395341233,0.1447418099,-0.0090979985
1520616260862878799,-0.0496097259,-0.0595365839,1.5036198957,0.9873946710,-0.0379400703,0.1535235180,-0.0065455481
1520616260871211799,-0.0530185810,-0.0609410006,1.5026397896,0.9858734476,-0.0380997605,0.1630694744,-0.0032093601
1520616260879544799,-0.0563980421,-0.0622587673,1.5016570768,0.9842677523,-0.0377236954,0.1726089625,-0.0002463294
1520616260887878799,-0.0596749616,-0.0635889836,1.5007740332,0.9825814619,-0.0378888500,0.1819085439,0.0027179760
1520616260896211799,-0.0629955592,-0.0649968579,1.4999316370,0.9807586535,-0.0381142250,0.1913962921,0.0052181287
1520616260904545799,-0.0661067131,-0.0663031716,1.4990954887,0.9787307951,-0.0390302595,0.2011767684,0.0095172126
1520616260912878799,-0.0693196840,-0.0673180724,1.4982201283,0.9768651792,-0.0394330303,0.2098781946,0.0114280911
1520616260921211799,-0.0725343503,-0.0689460914,1.4976819153,0.9745931993,-0.0412839206,0.2196240995,0.0151323720
1520616260929544799,-0.0756569312,-0.0700688225,1.4968730399,0.9723668250,-0.0415584076,0.2289701573,0.0186634243
1520616260937878799,-0.0784533391,-0.0713511363,1.4960997000,0.9701893404,-0.0420042120,0.2376232185,0.0224387160
1520616260946211799,-0.0812793944,-0.0727703310,1.4955110498,0.9678796028,-0.0431516598,0.2462404352,0.0266956348
1520616260954545799,-0.0844089139,-0.0737872794,1.4947280197,0.9652958537,-0.0432366572,0.2557386397,0.0305328424
1520616260962878799,-0.0870023876,-0.0753013663,1.4942548991,0.9629035104,-0.0451455460,0.2637828020,0.0346026399
1520616260971211799,-0.0898100933,-0.0766220519,1.4937355126,0.9602916454,-0.0466183923,0.2722341013,0.0394369804
1520616260979545799,-0.0923942666,-0.0781847240,1.4933234803,0.9581347729,-0.0471689692,0.2793325110,0.0415474866
1520616260987878799,-0.0950703105,-0.0792969062,1.4927958636,0.9557931669,-0.0468734397,0.2867251885,0.0452876255
1520616260996211799,-0.0976158798,-0.0805877864,1.4924896782,0.9532396402,-0.0488370912,0.2939847444,0.0502204829
1520616261004544799,-0.1003774679,-0.0820607921,1.4920040228,0.9504109946,-0.0497627770,0.3022152262,0.0539311076
1520616261012878799,-0.1027880807,-0.0834652691,1.4916549071,0.9482449662,-0.0498322063,0.3083071792,0.0574013815
1520616261021211799,-0.1053527133,-0.0848028717,1.4912252525,0.9457873836,-0.0500495764,0.3151804506,0.0603535288
1520616261029545799,-0.1077784384,-0.0862713520,1.4907691720,0.9433531929,-0.0499922152,0.3216366588,0.0643070112
1520616261037878799,-0.1101871710,-0.0877323866,1.4904343622,0.9411909525,-0.0502105601,0.3272823336,0.0672663711
1520616261046211799,-0.1125027209,-0.0891179027,1.4900802968,0.9392099163,-0.0498891347,0.3323732878,0.0701698288
1520616261054544799,-0.1148064235,-0.0906466727,1.4896857523,0.9369242880,-0.0497265526,0.3380331094,0.0737140792
1520616261062878799,-0.1172796348,-0.0921687164,1.4892894823,0.9348580814,-0.0492549881,0.3430383743,0.0770648270
1520616261071211799,-0.1194825154,-0.0936522081,1.4888781013,0.9335689248,-0.0471006267,0.3464775391,0.0786378307
1520616261079545799,-0.1218202489,-0.0951228855,1.4884837264,0.9316706225,-0.0462399318,0.3509201717,0.0818947678
1520616261087878799,-0.1245206463,-0.0965903832,1.4878370991,0.9294771091,-0.0439823730,0.3562610787,0.0849464438
1520616261096211799,-0.1268436907,-0.0981227250,1.4872611411,0.9284944583,-0.0410791078,0.3589861828,0.0856706974
1520616261104545799,-0.1292585113,-0.0995986604,1.4867721768,0.9270120502,-0.0392361603,0.3623475901,0.0883934750
1520616261112878799,-0.1317181766,-0.1010531366,1.4861586388,0.9258666772,-0.0365162393,0.3651501115,0.0900158669
1520616261121211799,-0.1341552442,-0.1026383126,1.4857041742,0.9249109590,-0.0344284422,0.3672991426,0.0919007079
1520616261129544799,-0.1368126942,-0.1039617961,1.4849244577,0.9242618802,-0.0302969885,0.3691146181,0.0926092220
1520616261137878799,-0.1389876333,-0.1058054181,1.4846949349,0.9238327099,-0.0293989791,0.3698116746,0.0943829930
1520616261146211799,-0.1417884024,-0.1070864228,1.4838510810,0.9230250168,-0.0252782879,0.3718489144,0.0954683790
1520616261154545799,-0.1440035686,-0.1089113517,1.4835914266,0.9230229512,-0.0237098440,0.3716653652,0.0965988158
1520616261162878799,-0.1469454069,-0.1101762085,1.4828073562,0.9225039431,-0.0196925408,0.3729298332,0.0975808296
1520616261171211799,-0.1490773826,-0.1120790320,1.4825895977,0.9229668682,-0.0184556503,0.3717604208,0.0979067858
1520616261179544799,-0.1516678080,-0.1137086837,1.4822006572,0.9231784446,-0.0162058900,0.3712131148,0.0983857309
1520616261187878799,-0.1544559990,-0.1153165603,1.4814863172,0.9235854441,-0.0120124623,0.3706330676,0.0973486388
1520616261196211799,-0.1566818320,-0.1171861731,1.4813342958,0.9244426642,-0.0105274683,0.3684113463,0.0978162205
1520616261204545799,-0.1595307970,-0.1188244563,1.4807740105,0.9253012128,-0.0070236876,0.3665456501,0.0970186573
1520616261212878799,-0.1620481368,-0.1203857487,1.4802974162,0.9263552923,-0.0040270579,0.3638552565,0.0972574287
1520616261221211799,-0.1642103673,-0.1226885255,1.4801806601,0.9282051333,-0.0032005306,0.3593313062,0.0964676090
1520616261229545799,-0.1664521607,-0.1246345989,1.4799353477,0.9298347660,-0.0017304897,0.3550878541,0.0965242418
1520616261237878799,-0.1689078472,-0.1265403162,1.4796642940,0.9316398295,0.0001169394,0.3504729778,0.0959995117
1520616261246211799,-0.1713134678,-0.1283038837,1.4793774799,0.9338293173,0.0028398599,0.3449140544,0.0948105286
1520616261254544799,-0.1739415820,-0.1300209216,1.4790741999,0.9355249202,0.0048204404,0.3402047021,0.0950297201
1520616261262878799,-0.1760040009,-0.1321089536,1.4789758313,0.9379179835,0.0063097481,0.3337049960,0.0943981933
1520616261271211799,-0.1786131345,-0.1339100929,1.4786831501,0.9398725237,0.0083362953,0.3282014260,0.0940955324
1520616261279545799,-0.1809799980,-0.1358171649,1.4785205545,0.9422433895,0.0095779593,0.3214228042,0.0936645001
1520616261287878799,-0.1829900011,-0.1380366157,1.4785767448,0.9447713228,0.0097627227,0.3140067517,0.0933359345
1520616261296211799,-0.1855300059,-0.1395312917,1.4783466533,0.9471445432,0.0122156123,0.3069159726,0.0925774210
1520616261304544799,-0.1875157147,-0.1416796259,1.4784631222,0.9497319553,0.0127600233,0.2990603669,0.0917021911
1520616261312878799,-0.1898873549,-0.1434812444,1.4783927055,0.9522233911,0.0134484613,0.2912884051,0.0907789482
1520616261321211799,-0.1921132805,-0.1453387781,1.4783711756,0.9548261415,0.0147347267,0.2830259846,0.0893656501
1520616261329545799,-0.1944800542,-0.1472553314,1.4784374167,0.9569831501,0.0136947350,0.2754828053,0.0900273773
